Inning,Batter_Avg,strike_percentage,At_Bat_Outcome
1,0.262,0.670,hit
1,0.240,0.660,hit
1,0.250,0.660,hit
1,0.209,0.660,hit
1,0.199,0.660,strikeout
2,0.210,0.670,hit
2,0.242,0.670,hit
2,0.188,0.670,walk
2,0.232,0.660,hit
2,0.249,0.660,hit
2,0.266,0.660,hit
3,0.267,0.670,hit
3,0.273,0.670,hit
3,0.262,0.670,hit
3,0.210,0.670,hit
3,0.232,0.660,strikeout
3,0.253,0.660,hit
3,0.240,0.660,hit
4,0.242,0.670,hit
4,0.188,0.670,hit
4,0.267,0.670,hit
4,0.250,0.660,hit
4,0.209,0.660,hit
4,0.199,0.660,strikeout
4,0.232,0.660,walk
4,0.249,0.660,walk
4,0.266,0.660,walk
4,0.232,0.660,hit
5,0.273,0.670,hit
5,0.262,0.670,hit
5,0.253,0.660,strikeout
5,0.240,0.660,strikeout
5,0.250,0.660,hit
6,0.209,0.660,hit
6,0.232,0.660,strikeout
7,0.273,0.650,strikeout
7,0.262,0.650,hit
7,0.210,0.650,strikeout
7,0.249,0.660,hit
7,0.266,0.660,hit
7,0.232,0.660,hit
7,0.253,0.660,hit
8,0.240,0.650,hit
8,0.250,0.650,hit
8,0.209,0.650,hit
9,0.267,0.710,hit
9,0.273,0.710,strikeout
9,0.232,0.640,hit
9,0.249,0.640,strikeout
9,0.266,0.640,hit
9,0.232,0.640,hit
9,0.253,0.640,hit
9,0.240,0.640,hit
1,0.253,0.710,hit
1,0.304,0.710,hit
1,0.264,0.710,strikeout
2,0.207,0.710,hit
2,0.125,0.710,strikeout
2,0.280,0.710,hit
3,0.253,0.710,hit
3,0.304,0.710,hit
3,0.264,0.710,hit
3,0.207,0.710,strikeout
4,0.125,0.710,hit
4,0.280,0.710,hit
5,0.253,0.710,hit
5,0.304,0.710,hit
5,0.264,0.710,hit
6,0.207,0.710,strikeout
6,0.125,0.710,strikeout
6,0.280,0.710,hit
7,0.304,0.650,strikeout
8,0.264,0.650,strikeout
8,0.207,0.650,hit
8,0.125,0.650,hit
9,0.280,0.650,strikeout
1,0.248,0.660,hit
1,0.306,0.660,hit
1,0.264,0.660,hit
2,0.250,0.660,hit
2,0.258,0.660,hit
2,0.261,0.660,hit
2,0.240,0.660,hit
2,0.284,0.660,hit
3,0.248,0.660,hit
3,0.306,0.660,hit
3,0.264,0.660,hit
3,0.250,0.660,hit
4,0.258,0.660,hit
4,0.261,0.660,hit
4,0.240,0.660,hit
5,0.284,0.660,hit
5,0.248,0.660,hit
5,0.306,0.660,hit
5,0.264,0.660,hit
6,0.250,0.660,hit
6,0.258,0.660,hit
6,0.261,0.660,hit
7,0.240,0.660,hit
7,0.284,0.660,hit
7,0.248,0.660,hit
8,0.249,0.640,strikeout
8,0.232,0.640,walk
8,0.232,0.640,strikeout
8,0.240,0.640,hit
1,0.197,0.650,hit
1,0.274,0.650,strikeout
1,0.293,0.650,walk
1,0.272,0.650,strikeout
1,0.444,0.630,hit
1,0.250,0.630,hit
1,0.275,0.630,hit
1,0.232,0.630,strikeout
2,0.252,0.650,strikeout
2,0.280,0.650,hit
2,0.197,0.650,hit
2,0.199,0.630,hit
2,0.207,0.630,hit
2,0.253,0.630,strikeout
2,0.232,0.630,hit
3,0.274,0.650,hit
3,0.293,0.650,hit
3,0.272,0.650,hit
3,0.252,0.650,hit
3,0.444,0.630,hit
3,0.250,0.630,hit
3,0.275,0.630,hit
3,0.232,0.630,walk
3,0.199,0.630,hit
4,0.280,0.650,hit
4,0.207,0.630,strikeout
4,0.253,0.630,hit
5,0.197,0.650,strikeout
5,0.274,0.650,hit
5,0.293,0.650,hit
5,0.272,0.650,hit
5,0.252,0.650,hit
5,0.232,0.630,strikeout
5,0.444,0.630,hit
5,0.250,0.630,strikeout
6,0.275,0.630,hit
6,0.232,0.630,hit
6,0.199,0.630,strikeout
6,0.207,0.630,hit
7,0.280,0.640,walk
7,0.197,0.640,hit
8,0.274,0.640,hit
8,0.293,0.640,hit
8,0.261,0.640,strikeout
8,0.252,0.640,hit
9,0.280,0.640,strikeout
1,0.231,0.710,strikeout
1,0.254,0.710,strikeout
1,0.240,0.680,hit
1,0.250,0.680,hit
1,0.275,0.680,walk
1,0.232,0.680,strikeout
2,0.313,0.710,hit
2,0.264,0.710,hit
2,0.199,0.680,hit
2,0.444,0.680,hit
2,0.253,0.680,hit
2,0.207,0.680,hit
3,0.231,0.710,hit
3,0.240,0.680,hit
3,0.250,0.680,hit
3,0.275,0.680,hit
4,0.254,0.710,hit
4,0.313,0.710,hit
4,0.232,0.680,strikeout
4,0.199,0.680,strikeout
4,0.444,0.680,hit
5,0.264,0.710,hit
5,0.253,0.680,hit
5,0.207,0.680,hit
5,0.240,0.680,hit
6,0.231,0.710,hit
6,0.254,0.710,hit
7,0.313,0.650,strikeout
7,0.444,0.640,hit
7,0.253,0.640,strikeout
8,0.264,0.650,hit
8,0.231,0.650,strikeout
8,0.207,0.720,hit
8,0.240,0.720,hit
8,0.250,0.720,hit
8,0.275,0.720,hit
8,0.232,0.720,hit
9,0.199,0.720,hit
9,0.444,0.720,hit
9,0.253,0.720,hit
1,0.275,0.580,hit
1,0.199,0.580,strikeout
1,0.232,0.580,hit
1,0.249,0.580,hit
2,0.232,0.640,strikeout
2,0.444,0.640,hit
3,0.240,0.640,hit
3,0.207,0.640,hit
3,0.275,0.640,hit
4,0.199,0.640,strikeout
4,0.232,0.640,strikeout
4,0.249,0.640,strikeout
5,0.232,0.640,hit
5,0.444,0.640,strikeout
6,0.240,0.640,hit
6,0.207,0.640,hit
6,0.275,0.640,hit
6,0.199,0.650,strikeout
7,0.222,0.650,strikeout
8,0.209,0.650,strikeout
8,0.213,0.650,hit
1,0.240,0.620,hit
1,0.250,0.620,hit
1,0.232,0.620,walk
1,0.249,0.620,walk
1,0.266,0.620,hit
2,0.232,0.620,strikeout
2,0.199,0.620,walk
2,0.444,0.620,hit
2,0.253,0.620,hit
3,0.240,0.620,hit
3,0.250,0.620,hit
3,0.232,0.620,hit
4,0.249,0.620,strikeout
4,0.266,0.620,walk
4,0.232,0.620,hit
4,0.199,0.620,strikeout
5,0.444,0.620,hit
5,0.253,0.620,strikeout
5,0.240,0.620,hit
5,0.250,0.620,hit
6,0.232,0.620,strikeout
6,0.249,0.620,hit
6,0.266,0.620,hit
8,0.253,0.650,hit
8,0.304,0.650,hit
8,0.264,0.650,hit
9,0.280,0.710,hit
9,0.125,0.710,hit
9,0.232,0.640,strikeout
9,0.199,0.640,walk
9,0.253,0.640,hit
9,0.240,0.640,hit
9,0.250,0.640,hit
9,0.232,0.640,hit
1,0.276,0.650,hit
1,0.327,0.650,hit
1,0.258,0.650,hit
2,0.245,0.650,hit
2,0.262,0.650,hit
2,0.266,0.650,strikeout
3,0.276,0.650,hit
3,0.185,0.650,hit
3,0.276,0.650,hit
3,0.327,0.650,walk
3,0.258,0.650,hit
3,0.245,0.650,hit
3,0.262,0.650,hit
4,0.266,0.650,strikeout
4,0.276,0.650,walk
4,0.185,0.650,hit
5,0.276,0.650,hit
5,0.327,0.650,strikeout
5,0.258,0.650,hit
6,0.245,0.650,hit
6,0.262,0.650,hit
6,0.266,0.650,hit
6,0.240,0.700,hit
6,0.444,0.700,strikeout
7,0.276,0.650,hit
7,0.185,0.650,hit
7,0.276,0.650,hit
7,0.207,0.700,strikeout
7,0.253,0.700,hit
7,0.266,0.700,walk
7,0.250,0.700,hit
7,0.249,0.700,hit
7,0.232,0.630,strikeout
8,0.232,0.610,strikeout
8,0.240,0.610,walk
8,0.444,0.610,strikeout
8,0.207,0.610,strikeout
9,0.185,0.650,hit
9,0.276,0.650,hit
1,0.233,0.710,hit
1,0.257,0.710,hit
1,0.275,0.710,hit
1,0.277,0.710,hit
1,0.270,0.710,strikeout
1,0.266,0.640,hit
1,0.275,0.640,hit
1,0.199,0.640,strikeout
2,0.217,0.710,strikeout
2,0.233,0.710,hit
2,0.232,0.640,hit
2,0.130,0.640,hit
2,0.232,0.640,hit
3,0.257,0.710,hit
3,0.275,0.710,hit
3,0.277,0.710,hit
3,0.270,0.710,hit
3,0.240,0.640,hit
3,0.207,0.640,hit
4,0.217,0.710,hit
4,0.233,0.710,walk
4,0.257,0.710,hit
4,0.275,0.710,hit
4,0.277,0.710,hit
4,0.266,0.640,hit
4,0.275,0.640,hit
4,0.199,0.640,hit
5,0.232,0.640,strikeout
5,0.130,0.640,hit
5,0.232,0.640,hit
5,0.240,0.640,hit
6,0.199,0.710,walk
6,0.232,0.710,hit
6,0.130,0.710,hit
7,0.232,0.710,strikeout
7,0.240,0.710,walk
7,0.207,0.710,hit
8,0.266,0.710,hit
8,0.275,0.710,strikeout
8,0.199,0.710,hit
9,0.232,0.710,hit
9,0.130,0.710,hit
9,0.232,0.710,hit
1,0.275,0.620,hit
1,0.250,0.620,hit
1,0.232,0.620,walk
1,0.266,0.620,hit
1,0.207,0.620,strikeout
2,0.444,0.620,strikeout
2,0.240,0.620,strikeout
2,0.232,0.620,hit
2,0.275,0.620,hit
3,0.250,0.620,hit
3,0.232,0.620,strikeout
3,0.266,0.620,hit
4,0.207,0.620,strikeout
4,0.444,0.620,hit
4,0.240,0.620,hit
5,0.232,0.620,walk
5,0.275,0.620,strikeout
5,0.250,0.620,hit
1,0.253,0.710,hit
1,0.263,0.710,walk
1,0.304,0.710,hit
1,0.125,0.710,hit
1,0.266,0.640,hit
1,0.275,0.640,strikeout
1,0.199,0.640,walk
1,0.232,0.640,hit
1,0.232,0.640,hit
2,0.277,0.710,strikeout
2,0.130,0.640,strikeout
2,0.444,0.640,strikeout
2,0.240,0.640,hit
2,0.207,0.640,hit
3,0.255,0.710,hit
3,0.264,0.710,hit
3,0.253,0.710,hit
3,0.263,0.710,hit
3,0.304,0.710,hit
3,0.125,0.710,hit
3,0.277,0.710,hit
3,0.266,0.640,hit
3,0.275,0.640,hit
3,0.199,0.640,strikeout
4,0.255,0.710,hit
4,0.264,0.710,hit
4,0.232,0.640,hit
4,0.232,0.640,hit
4,0.130,0.640,strikeout
4,0.444,0.640,hit
5,0.253,0.710,hit
5,0.263,0.710,strikeout
5,0.304,0.710,hit
5,0.125,0.710,hit
5,0.240,0.640,hit
5,0.207,0.640,hit
5,0.266,0.640,hit
6,0.277,0.710,strikeout
6,0.275,0.640,hit
6,0.199,0.640,walk
6,0.232,0.640,hit
6,0.232,0.640,strikeout
7,0.304,0.710,hit
8,0.125,0.710,hit
8,0.277,0.710,strikeout
9,0.232,0.680,strikeout
9,0.253,0.680,strikeout
9,0.444,0.680,strikeout
5,0.232,0.650,strikeout
5,0.266,0.650,hit
6,0.253,0.620,hit
6,0.444,0.620,hit
6,0.275,0.620,hit
6,0.240,0.620,hit
6,0.250,0.620,hit
8,0.311,0.650,strikeout
8,0.262,0.650,hit
8,0.284,0.650,hit
8,0.253,0.630,hit
8,0.444,0.630,hit
8,0.275,0.630,hit
1,0.197,0.670,strikeout
1,0.274,0.670,strikeout
1,0.293,0.670,hit
1,0.240,0.670,hit
1,0.250,0.670,hit
1,0.275,0.670,strikeout
1,0.266,0.670,hit
2,0.272,0.670,hit
2,0.232,0.670,hit
2,0.199,0.670,hit
2,0.207,0.670,strikeout
3,0.280,0.670,strikeout
3,0.204,0.670,hit
3,0.197,0.670,strikeout
3,0.232,0.670,strikeout
3,0.240,0.670,hit
3,0.250,0.670,hit
3,0.275,0.670,hit
3,0.266,0.670,hit
4,0.274,0.670,hit
4,0.293,0.670,walk
4,0.272,0.670,hit
4,0.280,0.670,strikeout
4,0.232,0.670,hit
4,0.199,0.670,hit
5,0.204,0.670,strikeout
5,0.197,0.670,strikeout
5,0.274,0.670,hit
5,0.293,0.670,hit
5,0.207,0.670,hit
5,0.232,0.670,strikeout
5,0.240,0.670,hit
5,0.250,0.620,hit
6,0.275,0.620,hit
6,0.266,0.620,hit
6,0.232,0.620,strikeout
7,0.199,0.650,hit
7,0.207,0.650,walk
7,0.444,0.650,strikeout
7,0.240,0.650,walk
1,0.276,0.670,hit
1,0.327,0.670,hit
1,0.270,0.670,hit
1,0.240,0.650,walk
1,0.250,0.650,hit
1,0.199,0.650,hit
2,0.262,0.670,hit
2,0.245,0.670,hit
2,0.232,0.650,strikeout
2,0.266,0.650,strikeout
2,0.275,0.650,hit
3,0.258,0.670,strikeout
3,0.276,0.670,hit
3,0.253,0.650,strikeout
3,0.444,0.650,hit
3,0.232,0.650,hit
3,0.240,0.650,hit
3,0.250,0.650,hit
3,0.199,0.650,walk
3,0.232,0.650,hit
4,0.327,0.670,hit
4,0.270,0.670,hit
4,0.262,0.670,hit
4,0.245,0.670,hit
4,0.266,0.650,hit
4,0.275,0.650,hit
4,0.253,0.650,walk
4,0.444,0.650,hit
4,0.232,0.650,hit
5,0.258,0.670,hit
5,0.240,0.650,hit
5,0.250,0.650,hit
5,0.199,0.690,hit
5,0.232,0.690,walk
5,0.266,0.690,hit
5,0.275,0.690,hit
5,0.253,0.690,strikeout
5,0.444,0.690,walk
5,0.232,0.690,hit
6,0.276,0.670,strikeout
6,0.327,0.670,hit
6,0.240,0.700,hit
6,0.250,0.700,hit
6,0.199,0.700,hit
6,0.232,0.700,strikeout
7,0.270,0.670,hit
7,0.262,0.670,strikeout
7,0.245,0.670,hit
7,0.266,0.700,hit
7,0.275,0.700,strikeout
7,0.253,0.700,strikeout
8,0.258,0.650,hit
1,0.200,0.670,hit
1,0.275,0.670,hit
1,0.260,0.670,hit
1,0.295,0.610,hit
1,0.275,0.610,walk
1,0.258,0.610,walk
1,0.262,0.610,hit
1,0.229,0.610,walk
1,0.270,0.610,strikeout
2,0.245,0.670,hit
2,0.268,0.670,hit
2,0.252,0.670,hit
2,0.299,0.670,hit
2,0.260,0.610,hit
2,0.198,0.610,strikeout
2,0.295,0.610,hit
3,0.200,0.670,strikeout
3,0.275,0.670,strikeout
3,0.275,0.610,hit
3,0.258,0.610,hit
3,0.262,0.610,hit
3,0.229,0.610,hit
3,0.270,0.610,walk
3,0.260,0.610,hit
4,0.260,0.670,strikeout
4,0.245,0.670,hit
4,0.268,0.670,hit
4,0.198,0.610,hit
4,0.295,0.610,walk
4,0.275,0.610,hit
4,0.258,0.610,strikeout
5,0.252,0.670,hit
5,0.299,0.670,hit
5,0.200,0.670,hit
5,0.275,0.670,hit
5,0.262,0.610,hit
5,0.229,0.610,hit
5,0.270,0.610,hit
5,0.260,0.610,hit
6,0.260,0.670,strikeout
6,0.245,0.670,hit
7,0.268,0.610,hit
7,0.252,0.610,hit
7,0.299,0.610,strikeout
7,0.200,0.610,hit
8,0.275,0.610,hit
8,0.260,0.610,hit
9,0.245,0.610,hit
9,0.268,0.610,hit
9,0.252,0.610,hit
1,0.275,0.650,hit
2,0.260,0.650,hit
3,0.245,0.650,strikeout
3,0.268,0.650,hit
3,0.252,0.650,hit
4,0.275,0.650,hit
5,0.260,0.650,strikeout
5,0.245,0.650,hit
6,0.268,0.650,hit
6,0.252,0.650,hit
6,0.275,0.650,hit
6,0.262,0.670,walk
6,0.270,0.670,hit
7,0.229,0.670,hit
8,0.260,0.650,strikeout
8,0.245,0.650,hit
8,0.268,0.650,hit
8,0.252,0.650,hit
9,0.275,0.650,hit
9,0.200,0.650,hit
9,0.260,0.640,hit
9,0.245,0.640,hit
9,0.268,0.640,hit
9,0.229,0.650,strikeout
9,0.260,0.650,walk
9,0.295,0.650,hit
1,0.276,0.710,walk
1,0.327,0.710,hit
1,0.258,0.710,strikeout
1,0.245,0.710,hit
1,0.275,0.650,hit
1,0.250,0.650,hit
1,0.249,0.650,strikeout
1,0.232,0.650,walk
1,0.199,0.650,walk
1,0.266,0.650,hit
1,0.232,0.650,hit
2,0.262,0.710,strikeout
2,0.266,0.710,hit
2,0.240,0.650,hit
2,0.275,0.650,hit
2,0.250,0.650,hit
3,0.185,0.710,hit
3,0.276,0.710,hit
3,0.327,0.710,hit
3,0.249,0.650,strikeout
3,0.232,0.650,hit
3,0.199,0.650,hit
4,0.258,0.710,strikeout
4,0.245,0.710,hit
4,0.262,0.710,strikeout
4,0.266,0.650,hit
4,0.232,0.650,strikeout
4,0.240,0.650,hit
5,0.266,0.710,hit
5,0.185,0.710,hit
5,0.275,0.650,strikeout
5,0.250,0.650,walk
5,0.249,0.650,hit
6,0.232,0.700,strikeout
6,0.199,0.700,hit
7,0.262,0.710,hit
7,0.266,0.710,walk
7,0.266,0.700,hit
7,0.232,0.700,hit
7,0.240,0.700,hit
7,0.275,0.700,strikeout
7,0.250,0.700,hit
9,0.266,0.650,hit
9,0.276,0.650,hit
1,0.266,0.640,hit
1,0.275,0.640,hit
1,0.199,0.640,strikeout
2,0.232,0.640,hit
2,0.249,0.640,strikeout
2,0.130,0.640,hit
2,0.232,0.640,hit
3,0.240,0.640,hit
3,0.444,0.640,strikeout
3,0.266,0.640,hit
4,0.275,0.640,hit
4,0.199,0.640,hit
4,0.232,0.640,walk
4,0.249,0.640,walk
4,0.130,0.640,hit
5,0.232,0.640,hit
5,0.240,0.640,strikeout
5,0.444,0.640,hit
6,0.266,0.640,hit
6,0.275,0.640,hit
6,0.199,0.640,hit
6,0.232,0.640,hit
7,0.249,0.640,hit
7,0.207,0.640,hit
7,0.232,0.640,strikeout
8,0.444,0.630,strikeout
8,0.266,0.630,hit
6,0.275,0.580,hit
7,0.250,0.630,hit
8,0.272,0.650,strikeout
8,0.263,0.650,hit
8,0.255,0.650,strikeout
8,0.199,0.630,hit
8,0.232,0.630,hit
8,0.266,0.630,hit
8,0.444,0.630,hit
11,0.444,0.550,strikeout
11,0.275,0.550,hit
11,0.253,0.550,strikeout
11,0.232,0.550,walk
11,0.240,0.550,hit
12,0.276,0.520,hit
12,0.220,0.520,walk
12,0.289,0.520,walk
12,0.272,0.520,strikeout
12,0.277,0.520,strikeout
12,0.250,0.630,hit
12,0.199,0.630,hit
1,0.260,0.580,strikeout
1,0.237,0.580,strikeout
1,0.295,0.640,strikeout
1,0.275,0.640,strikeout
1,0.258,0.640,hit
2,0.258,0.580,hit
2,0.194,0.580,strikeout
2,0.229,0.640,hit
2,0.262,0.640,hit
2,0.270,0.640,hit
2,0.260,0.640,hit
3,0.231,0.640,hit
3,0.295,0.640,hit
3,0.275,0.640,hit
4,0.260,0.580,hit
4,0.237,0.580,hit
4,0.258,0.580,strikeout
4,0.258,0.640,strikeout
4,0.229,0.640,hit
4,0.262,0.640,hit
4,0.270,0.640,walk
4,0.260,0.640,hit
5,0.194,0.580,hit
5,0.231,0.640,strikeout
5,0.295,0.640,hit
6,0.260,0.580,hit
6,0.237,0.580,walk
6,0.275,0.640,hit
6,0.258,0.640,hit
6,0.229,0.640,hit
7,0.258,0.610,walk
7,0.262,0.640,hit
7,0.270,0.640,strikeout
7,0.260,0.640,hit
8,0.260,0.610,hit
8,0.237,0.610,hit
8,0.231,0.630,hit
8,0.295,0.630,strikeout
8,0.275,0.630,hit
8,0.258,0.630,hit
8,0.229,0.630,hit
9,0.258,0.660,hit
1,0.311,0.660,strikeout
1,0.262,0.660,strikeout
2,0.284,0.660,strikeout
2,0.222,0.660,strikeout
3,0.273,0.660,hit
3,0.263,0.660,hit
3,0.191,0.660,strikeout
3,0.311,0.660,hit
4,0.262,0.660,hit
4,0.284,0.660,strikeout
5,0.222,0.660,hit
5,0.273,0.660,hit
5,0.263,0.660,hit
5,0.232,0.620,hit
5,0.253,0.620,hit
6,0.191,0.660,hit
6,0.311,0.660,hit
6,0.275,0.620,hit
6,0.290,0.620,walk
6,0.240,0.620,hit
6,0.250,0.620,hit
6,0.199,0.620,walk
6,0.209,0.620,hit
7,0.262,0.660,hit
7,0.284,0.660,hit
7,0.222,0.660,hit
7,0.273,0.660,hit
7,0.199,0.620,hit
8,0.263,0.520,hit
8,0.191,0.520,hit
8,0.311,0.520,strikeout
8,0.209,0.620,strikeout
8,0.266,0.620,hit
8,0.232,0.620,hit
8,0.253,0.620,strikeout
8,0.275,0.620,hit
1,0.253,0.650,hit
1,0.263,0.650,strikeout
1,0.304,0.650,hit
1,0.275,0.620,hit
1,0.250,0.620,hit
1,0.266,0.620,hit
2,0.125,0.650,walk
2,0.277,0.650,hit
2,0.255,0.650,hit
2,0.232,0.620,strikeout
3,0.264,0.650,hit
3,0.253,0.650,hit
3,0.263,0.650,hit
3,0.207,0.620,hit
3,0.444,0.620,walk
3,0.130,0.620,hit
3,0.275,0.620,hit
3,0.250,0.620,walk
3,0.266,0.620,hit
4,0.304,0.650,strikeout
4,0.125,0.650,strikeout
4,0.277,0.650,walk
4,0.255,0.650,hit
4,0.232,0.620,hit
4,0.207,0.620,strikeout
5,0.264,0.650,hit
5,0.253,0.650,hit
5,0.263,0.650,strikeout
5,0.304,0.650,hit
5,0.444,0.620,hit
5,0.130,0.620,strikeout
5,0.275,0.620,hit
5,0.250,0.620,hit
5,0.266,0.620,hit
6,0.125,0.650,hit
6,0.277,0.650,hit
6,0.255,0.650,strikeout
6,0.232,0.620,hit
7,0.264,0.650,hit
7,0.253,0.650,strikeout
7,0.263,0.650,strikeout
8,0.304,0.650,hit
8,0.125,0.650,strikeout
9,0.232,0.680,strikeout
9,0.275,0.680,strikeout
9,0.250,0.680,hit
1,0.354,0.670,hit
1,0.230,0.670,strikeout
1,0.207,0.670,strikeout
1,0.295,0.640,hit
1,0.258,0.640,strikeout
2,0.255,0.670,hit
2,0.270,0.670,hit
2,0.211,0.670,hit
2,0.198,0.640,hit
2,0.260,0.640,hit
3,0.176,0.670,hit
3,0.218,0.670,strikeout
3,0.354,0.670,hit
3,0.245,0.640,strikeout
3,0.295,0.640,hit
3,0.258,0.640,hit
4,0.230,0.670,strikeout
4,0.207,0.670,hit
4,0.255,0.670,walk
4,0.270,0.670,hit
4,0.198,0.640,hit
5,0.211,0.670,hit
5,0.176,0.670,hit
5,0.218,0.670,strikeout
5,0.354,0.670,strikeout
5,0.230,0.670,strikeout
5,0.260,0.640,hit
5,0.245,0.640,hit
5,0.295,0.640,strikeout
5,0.258,0.640,hit
6,0.207,0.670,walk
6,0.255,0.670,strikeout
6,0.270,0.670,hit
6,0.198,0.670,hit
7,0.211,0.590,hit
7,0.176,0.590,strikeout
7,0.218,0.590,strikeout
7,0.260,0.660,hit
7,0.245,0.660,hit
7,0.295,0.660,hit
7,0.258,0.680,strikeout
8,0.354,0.610,hit
8,0.230,0.610,hit
8,0.207,0.610,hit
8,0.255,0.610,walk
8,0.211,0.580,hit
8,0.176,0.580,hit
8,0.218,0.580,strikeout
9,0.198,0.610,hit
9,0.260,0.610,walk
9,0.245,0.610,hit
9,0.295,0.610,hit
9,0.258,0.610,strikeout
1,0.270,0.630,hit
1,0.284,0.630,hit
1,0.198,0.640,strikeout
1,0.258,0.640,walk
1,0.229,0.640,hit
2,0.271,0.630,hit
2,0.207,0.630,walk
2,0.233,0.630,hit
2,0.231,0.640,hit
2,0.246,0.640,strikeout
3,0.270,0.630,hit
3,0.284,0.630,hit
3,0.271,0.630,hit
3,0.245,0.640,hit
3,0.258,0.640,hit
3,0.198,0.640,strikeout
4,0.207,0.630,hit
4,0.233,0.630,hit
4,0.270,0.630,hit
4,0.284,0.620,hit
4,0.271,0.620,strikeout
4,0.258,0.640,strikeout
4,0.229,0.640,strikeout
5,0.207,0.620,strikeout
5,0.233,0.620,hit
5,0.231,0.640,strikeout
5,0.246,0.640,hit
6,0.270,0.620,hit
6,0.284,0.620,hit
6,0.271,0.580,hit
6,0.245,0.640,hit
6,0.258,0.640,hit
6,0.198,0.640,hit
6,0.258,0.640,strikeout
7,0.207,0.580,walk
7,0.233,0.580,hit
7,0.270,0.580,walk
7,0.284,0.580,hit
7,0.229,0.640,hit
7,0.231,0.640,hit
7,0.246,0.640,hit
8,0.271,0.580,hit
8,0.207,0.580,hit
8,0.245,0.640,hit
8,0.258,0.640,strikeout
8,0.198,0.640,hit
9,0.229,0.640,walk
9,0.231,0.640,strikeout
9,0.246,0.640,strikeout
1,0.288,0.650,strikeout
1,0.222,0.650,hit
2,0.258,0.650,hit
2,0.233,0.650,hit
3,0.288,0.650,hit
3,0.222,0.650,strikeout
4,0.258,0.650,hit
4,0.233,0.650,hit
7,0.288,0.650,strikeout
7,0.222,0.650,hit
7,0.240,0.580,hit
7,0.266,0.580,hit
7,0.250,0.580,hit
7,0.209,0.580,walk
7,0.232,0.580,hit
7,0.249,0.570,walk
7,0.253,0.570,strikeout
8,0.444,0.640,strikeout
8,0.240,0.640,hit
8,0.266,0.640,hit
9,0.258,0.650,strikeout
9,0.233,0.650,strikeout
9,0.250,0.660,hit
9,0.209,0.660,strikeout
9,0.232,0.660,hit
10,0.249,0.660,hit
10,0.253,0.660,hit
10,0.444,0.660,hit
1,0.284,0.670,hit
1,0.268,0.670,hit
1,0.266,0.670,hit
1,0.295,0.610,hit
1,0.275,0.610,strikeout
1,0.258,0.610,hit
1,0.262,0.610,hit
2,0.244,0.670,strikeout
2,0.241,0.670,hit
2,0.261,0.670,walk
2,0.229,0.610,strikeout
2,0.270,0.610,walk
2,0.260,0.610,hit
2,0.198,0.610,strikeout
2,0.319,0.610,hit
2,0.295,0.610,hit
3,0.284,0.670,hit
3,0.268,0.670,hit
3,0.266,0.670,hit
3,0.275,0.610,walk
3,0.258,0.610,walk
3,0.262,0.610,hit
3,0.229,0.610,hit
4,0.244,0.670,hit
4,0.241,0.670,strikeout
4,0.270,0.610,hit
4,0.260,0.610,strikeout
4,0.198,0.610,strikeout
5,0.261,0.670,hit
5,0.284,0.670,walk
5,0.268,0.670,hit
5,0.319,0.610,hit
5,0.295,0.610,hit
5,0.275,0.610,hit
5,0.258,0.610,walk
5,0.262,0.610,strikeout
5,0.229,0.610,strikeout
6,0.266,0.610,hit
6,0.270,0.610,hit
6,0.260,0.610,strikeout
6,0.198,0.610,strikeout
7,0.241,0.610,hit
7,0.261,0.610,walk
7,0.284,0.650,hit
7,0.268,0.650,hit
7,0.266,0.650,hit
7,0.319,0.650,hit
7,0.295,0.650,hit
7,0.275,0.650,hit
8,0.241,0.720,hit
8,0.258,0.640,hit
8,0.262,0.640,strikeout
8,0.229,0.640,hit
8,0.270,0.640,walk
8,0.260,0.640,hit
9,0.261,0.660,hit
9,0.284,0.660,hit
9,0.198,0.660,hit
9,0.319,0.660,strikeout
9,0.295,0.660,hit
7,0.244,0.650,hit
8,0.284,0.660,hit
9,0.268,0.610,strikeout
9,0.266,0.610,hit
9,0.244,0.610,hit
1,0.311,0.650,hit
1,0.262,0.650,walk
1,0.284,0.650,hit
1,0.240,0.640,hit
1,0.250,0.640,hit
1,0.199,0.640,strikeout
1,0.232,0.640,strikeout
2,0.273,0.650,hit
2,0.263,0.650,hit
2,0.191,0.650,hit
2,0.266,0.640,hit
2,0.444,0.640,hit
2,0.253,0.640,strikeout
3,0.311,0.650,hit
3,0.262,0.650,hit
3,0.275,0.640,strikeout
3,0.232,0.640,hit
3,0.240,0.640,hit
4,0.284,0.650,strikeout
4,0.273,0.650,hit
4,0.250,0.640,hit
4,0.199,0.640,hit
4,0.232,0.640,strikeout
4,0.266,0.640,hit
5,0.263,0.650,hit
5,0.191,0.650,hit
5,0.311,0.650,hit
5,0.262,0.650,strikeout
5,0.444,0.640,hit
5,0.253,0.640,hit
5,0.275,0.640,strikeout
6,0.284,0.650,hit
6,0.232,0.640,hit
6,0.240,0.640,hit
6,0.250,0.640,hit
6,0.199,0.640,strikeout
7,0.232,0.640,hit
7,0.266,0.640,hit
7,0.444,0.640,hit
8,0.273,0.650,hit
8,0.253,0.640,hit
8,0.275,0.640,strikeout
8,0.232,0.640,hit
9,0.263,0.650,hit
9,0.191,0.650,hit
9,0.311,0.650,strikeout
9,0.240,0.650,strikeout
9,0.250,0.650,hit
9,0.199,0.650,hit
1,0.237,0.650,hit
1,0.272,0.650,strikeout
