Inning,Batter_Avg,strike_percentage,At_Bat_Outcome
2,0.266,0.630,hit
3,0.255,0.710,hit
3,0.238,0.710,strikeout
3,0.337,0.710,hit
3,0.444,0.630,hit
3,0.275,0.630,hit
3,0.250,0.630,hit
4,0.244,0.710,hit
4,0.281,0.710,strikeout
4,0.283,0.710,strikeout
4,0.209,0.630,hit
4,0.232,0.630,hit
4,0.249,0.630,strikeout
4,0.232,0.630,hit
5,0.225,0.710,hit
5,0.293,0.710,hit
5,0.253,0.630,hit
5,0.266,0.630,hit
5,0.444,0.630,hit
5,0.275,0.630,hit
6,0.255,0.710,hit
6,0.238,0.710,hit
6,0.337,0.710,strikeout
6,0.250,0.630,strikeout
6,0.209,0.630,hit
6,0.232,0.630,hit
6,0.249,0.630,hit
6,0.232,0.630,strikeout
7,0.244,0.710,hit
7,0.281,0.710,hit
7,0.283,0.650,hit
7,0.225,0.650,hit
7,0.293,0.650,strikeout
7,0.253,0.640,hit
7,0.266,0.640,hit
7,0.240,0.640,walk
7,0.275,0.640,hit
7,0.250,0.640,hit
8,0.255,0.650,hit
8,0.238,0.650,hit
8,0.209,0.600,walk
8,0.232,0.600,hit
8,0.249,0.600,strikeout
8,0.232,0.600,hit
1,0.307,0.670,hit
1,0.331,0.670,hit
1,0.266,0.670,hit
1,0.212,0.670,hit
1,0.261,0.670,hit
2,0.276,0.670,hit
2,0.307,0.670,strikeout
2,0.237,0.670,hit
2,0.307,0.670,hit
3,0.331,0.670,strikeout
3,0.266,0.670,hit
3,0.212,0.670,walk
3,0.261,0.670,strikeout
4,0.276,0.670,hit
4,0.307,0.670,strikeout
4,0.237,0.670,hit
5,0.307,0.670,hit
5,0.331,0.670,hit
5,0.266,0.670,strikeout
6,0.212,0.640,hit
6,0.261,0.640,hit
6,0.276,0.640,hit
6,0.307,0.640,hit
8,0.266,0.590,hit
8,0.212,0.590,hit
8,0.261,0.590,hit
9,0.276,0.640,hit
9,0.307,0.640,hit
9,0.237,0.640,strikeout
1,0.247,0.650,hit
1,0.258,0.650,strikeout
2,0.308,0.650,walk
2,0.243,0.650,hit
2,0.276,0.650,strikeout
2,0.267,0.650,hit
3,0.247,0.650,hit
3,0.258,0.650,hit
4,0.308,0.650,hit
4,0.243,0.650,strikeout
4,0.276,0.650,hit
4,0.267,0.650,strikeout
5,0.247,0.640,hit
5,0.258,0.640,hit
6,0.308,0.690,hit
6,0.243,0.690,hit
7,0.233,0.640,strikeout
7,0.284,0.640,hit
7,0.235,0.640,hit
1,0.247,0.640,hit
1,0.279,0.640,hit
2,0.258,0.640,hit
2,0.308,0.640,strikeout
3,0.240,0.640,hit
3,0.243,0.640,hit
3,0.267,0.640,hit
3,0.247,0.640,hit
3,0.279,0.640,hit
4,0.258,0.640,hit
4,0.308,0.640,hit
5,0.240,0.640,hit
5,0.243,0.640,hit
5,0.267,0.640,hit
6,0.247,0.640,hit
6,0.279,0.640,hit
6,0.258,0.640,hit
7,0.308,0.640,strikeout
7,0.240,0.640,strikeout
8,0.243,0.590,hit
8,0.267,0.590,hit
8,0.247,0.590,hit
8,0.279,0.590,strikeout
8,0.233,0.640,strikeout
8,0.284,0.640,hit
8,0.235,0.640,strikeout
9,0.258,0.690,strikeout
10,0.308,0.640,hit
10,0.240,0.640,hit
10,0.243,0.640,strikeout
10,0.194,0.670,hit
1,0.247,0.640,hit
1,0.279,0.640,hit
1,0.267,0.640,strikeout
2,0.240,0.640,hit
2,0.276,0.640,walk
3,0.247,0.640,hit
3,0.279,0.640,strikeout
4,0.267,0.640,hit
4,0.240,0.640,hit
4,0.276,0.640,strikeout
5,0.247,0.640,hit
5,0.279,0.640,hit
5,0.256,0.670,hit
6,0.267,0.640,hit
6,0.240,0.640,walk
6,0.276,0.690,strikeout
6,0.233,0.670,strikeout
6,0.271,0.670,hit
7,0.194,0.670,strikeout
7,0.278,0.670,hit
7,0.270,0.670,walk
7,0.256,0.670,hit
1,0.268,0.670,hit
1,0.266,0.670,hit
1,0.233,0.610,walk
1,0.235,0.610,hit
1,0.284,0.610,walk
1,0.194,0.610,hit
2,0.240,0.670,hit
2,0.241,0.670,walk
2,0.068,0.670,hit
2,0.256,0.610,hit
2,0.278,0.610,hit
2,0.233,0.610,hit
2,0.235,0.610,hit
3,0.268,0.670,strikeout
3,0.266,0.670,hit
3,0.284,0.610,hit
3,0.194,0.610,hit
3,0.256,0.610,hit
3,0.278,0.610,hit
4,0.240,0.670,hit
4,0.241,0.670,hit
4,0.233,0.610,hit
5,0.068,0.670,strikeout
5,0.268,0.670,hit
5,0.266,0.670,hit
5,0.235,0.610,walk
5,0.284,0.610,hit
5,0.194,0.610,hit
5,0.270,0.570,walk
5,0.278,0.570,hit
6,0.240,0.590,hit
6,0.241,0.590,hit
6,0.271,0.660,hit
6,0.233,0.660,hit
6,0.235,0.660,hit
7,0.068,0.690,hit
7,0.268,0.690,hit
7,0.266,0.690,hit
7,0.284,0.610,hit
7,0.194,0.610,hit
7,0.270,0.610,walk
7,0.278,0.610,hit
8,0.284,0.640,hit
8,0.240,0.640,walk
8,0.241,0.640,strikeout
8,0.271,0.660,hit
8,0.233,0.660,walk
8,0.235,0.660,strikeout
9,0.268,0.640,walk
9,0.266,0.640,strikeout
1,0.256,0.650,hit
1,0.235,0.650,hit
1,0.284,0.650,hit
2,0.194,0.650,hit
3,0.233,0.650,hit
3,0.207,0.650,strikeout
3,0.256,0.650,hit
4,0.235,0.650,hit
4,0.284,0.650,hit
4,0.194,0.650,hit
5,0.233,0.650,hit
5,0.207,0.650,hit
5,0.256,0.650,hit
5,0.235,0.650,hit
6,0.284,0.650,hit
7,0.194,0.650,strikeout
7,0.233,0.650,strikeout
7,0.207,0.650,hit
8,0.256,0.650,walk
8,0.284,0.670,hit
8,0.270,0.670,hit
9,0.230,0.590,hit
9,0.276,0.590,hit
9,0.258,0.590,hit
1,0.268,0.680,strikeout
1,0.266,0.680,hit
1,0.231,0.680,hit
1,0.270,0.650,walk
1,0.278,0.650,hit
1,0.284,0.650,hit
1,0.271,0.650,hit
1,0.207,0.650,strikeout
2,0.240,0.680,hit
2,0.068,0.680,hit
2,0.268,0.680,strikeout
2,0.233,0.650,hit
2,0.270,0.650,strikeout
2,0.278,0.650,hit
2,0.284,0.650,hit
3,0.266,0.680,strikeout
3,0.231,0.680,strikeout
4,0.240,0.680,walk
4,0.068,0.680,hit
5,0.268,0.680,hit
5,0.266,0.680,hit
5,0.231,0.680,hit
6,0.240,0.590,hit
6,0.068,0.590,hit
7,0.268,0.690,hit
7,0.266,0.690,hit
7,0.231,0.690,hit
7,0.240,0.690,hit
8,0.068,0.690,hit
8,0.268,0.690,hit
8,0.266,0.690,hit
8,0.271,0.570,hit
8,0.207,0.570,hit
1,0.233,0.650,hit
1,0.235,0.650,strikeout
1,0.194,0.650,walk
1,0.284,0.650,hit
1,0.271,0.650,hit
1,0.207,0.650,hit
1,0.233,0.650,strikeout
2,0.235,0.650,hit
2,0.194,0.650,hit
2,0.284,0.650,hit
2,0.271,0.590,hit
2,0.207,0.590,strikeout
3,0.233,0.590,hit
3,0.235,0.590,hit
4,0.278,0.620,hit
4,0.284,0.620,hit
4,0.271,0.620,hit
5,0.207,0.580,hit
5,0.233,0.580,hit
5,0.235,0.580,hit
6,0.278,0.580,hit
6,0.284,0.580,strikeout
6,0.271,0.580,strikeout
7,0.207,0.650,strikeout
7,0.233,0.650,hit
9,0.245,0.640,hit
1,0.284,0.610,hit
2,0.194,0.610,hit
2,0.271,0.610,strikeout
3,0.207,0.610,hit
4,0.284,0.610,walk
4,0.194,0.610,hit
5,0.299,0.640,strikeout
5,0.271,0.610,hit
5,0.207,0.610,walk
6,0.275,0.640,hit
6,0.270,0.640,hit
6,0.284,0.610,hit
6,0.194,0.610,hit
7,0.284,0.650,hit
7,0.194,0.650,walk
9,0.299,0.640,strikeout
9,0.284,0.610,hit
9,0.194,0.610,strikeout
1,0.272,0.680,hit
1,0.230,0.680,hit
2,0.258,0.680,strikeout
2,0.220,0.680,hit
2,0.243,0.680,hit
2,0.173,0.680,walk
3,0.246,0.680,hit
3,0.272,0.680,hit
3,0.230,0.680,hit
3,0.258,0.680,hit
4,0.220,0.680,strikeout
4,0.243,0.680,hit
4,0.173,0.680,strikeout
5,0.246,0.680,hit
5,0.272,0.680,strikeout
5,0.230,0.680,strikeout
6,0.258,0.680,walk
6,0.220,0.680,hit
6,0.243,0.680,strikeout
6,0.173,0.680,hit
6,0.207,0.630,strikeout
6,0.270,0.630,strikeout
6,0.284,0.630,hit
7,0.246,0.640,hit
7,0.272,0.640,hit
7,0.230,0.640,hit
8,0.220,0.640,strikeout
8,0.207,0.770,hit
8,0.270,0.770,hit
8,0.284,0.770,hit
8,0.233,0.770,hit
8,0.271,0.770,hit
1,0.253,0.680,strikeout
1,0.263,0.680,strikeout
2,0.250,0.680,strikeout
3,0.253,0.680,hit
4,0.263,0.680,hit
4,0.250,0.680,hit
6,0.253,0.680,hit
6,0.263,0.680,strikeout
7,0.250,0.680,hit
8,0.253,0.680,hit
8,0.263,0.680,walk
9,0.250,0.640,strikeout
1,0.219,0.670,hit
1,0.264,0.670,hit
1,0.285,0.670,hit
1,0.248,0.670,strikeout
1,0.283,0.670,walk
1,0.205,0.670,hit
1,0.270,0.630,strikeout
1,0.284,0.630,hit
2,0.267,0.670,hit
2,0.219,0.670,hit
2,0.271,0.630,strikeout
3,0.219,0.670,strikeout
3,0.264,0.670,hit
3,0.285,0.670,hit
3,0.248,0.670,strikeout
3,0.283,0.670,hit
3,0.207,0.630,strikeout
3,0.270,0.630,hit
3,0.284,0.630,hit
3,0.271,0.630,strikeout
4,0.205,0.670,hit
4,0.267,0.670,hit
4,0.207,0.630,hit
4,0.270,0.630,hit
5,0.219,0.690,hit
5,0.264,0.690,strikeout
5,0.285,0.690,strikeout
5,0.284,0.610,hit
5,0.271,0.610,hit
6,0.248,0.690,strikeout
6,0.283,0.690,hit
6,0.205,0.690,hit
6,0.207,0.610,hit
6,0.233,0.610,hit
7,0.233,0.640,hit
7,0.264,0.640,hit
7,0.285,0.640,hit
7,0.270,0.610,strikeout
7,0.284,0.610,strikeout
8,0.248,0.640,strikeout
8,0.283,0.640,hit
8,0.205,0.640,hit
9,0.267,0.640,hit
9,0.233,0.590,hit
9,0.264,0.590,hit
9,0.285,0.590,hit
9,0.248,0.590,hit
1,0.307,0.670,hit
1,0.266,0.670,hit
1,0.331,0.670,hit
2,0.261,0.670,strikeout
2,0.212,0.670,hit
2,0.177,0.670,strikeout
2,0.307,0.670,hit
2,0.248,0.670,strikeout
3,0.307,0.670,strikeout
3,0.266,0.670,hit
3,0.331,0.670,hit
3,0.261,0.670,walk
3,0.212,0.670,hit
4,0.177,0.670,hit
4,0.307,0.670,strikeout
4,0.248,0.670,walk
4,0.307,0.640,hit
4,0.266,0.640,hit
5,0.331,0.690,strikeout
5,0.261,0.690,hit
5,0.212,0.690,strikeout
5,0.177,0.690,hit
6,0.233,0.750,hit
6,0.248,0.750,strikeout
7,0.307,0.640,hit
7,0.266,0.640,hit
7,0.331,0.640,hit
7,0.261,0.640,strikeout
8,0.212,0.590,strikeout
8,0.177,0.590,strikeout
8,0.270,0.650,strikeout
8,0.284,0.650,strikeout
9,0.307,0.640,hit
9,0.248,0.640,strikeout
9,0.307,0.640,strikeout
9,0.233,0.650,hit
9,0.248,0.650,hit
1,0.198,0.640,hit
1,0.258,0.640,strikeout
1,0.233,0.650,hit
1,0.235,0.650,strikeout
1,0.194,0.650,hit
2,0.229,0.640,hit
2,0.295,0.640,strikeout
2,0.271,0.650,hit
2,0.207,0.650,hit
2,0.278,0.650,hit
2,0.233,0.650,strikeout
3,0.260,0.640,strikeout
3,0.198,0.640,hit
3,0.235,0.650,hit
3,0.194,0.650,hit
4,0.258,0.640,hit
4,0.229,0.640,hit
4,0.295,0.640,hit
4,0.260,0.640,hit
4,0.271,0.650,strikeout
4,0.207,0.650,strikeout
5,0.198,0.640,hit
5,0.258,0.690,strikeout
5,0.229,0.690,hit
5,0.278,0.650,hit
5,0.233,0.650,hit
6,0.295,0.590,hit
6,0.235,0.610,hit
6,0.194,0.610,hit
6,0.271,0.610,hit
6,0.207,0.610,walk
7,0.260,0.690,hit
7,0.198,0.690,hit
7,0.258,0.690,hit
7,0.229,0.690,strikeout
8,0.295,0.640,hit
8,0.235,0.720,strikeout
8,0.194,0.720,hit
8,0.271,0.720,hit
8,0.207,0.720,walk
8,0.278,0.720,strikeout
9,0.270,0.650,hit
1,0.295,0.670,hit
1,0.275,0.670,strikeout
1,0.258,0.670,strikeout
2,0.270,0.670,hit
2,0.229,0.670,hit
2,0.260,0.670,hit
2,0.198,0.670,strikeout
3,0.295,0.670,hit
3,0.275,0.670,walk
3,0.258,0.670,strikeout
3,0.270,0.670,hit
4,0.229,0.670,strikeout
4,0.260,0.670,hit
4,0.198,0.670,hit
5,0.295,0.670,hit
5,0.275,0.670,strikeout
5,0.258,0.670,hit
6,0.270,0.670,strikeout
6,0.229,0.670,hit
6,0.260,0.670,hit
6,0.240,0.610,hit
6,0.253,0.610,hit
6,0.266,0.610,hit
6,0.275,0.610,strikeout
7,0.250,0.720,hit
7,0.232,0.720,strikeout
7,0.249,0.720,strikeout
8,0.270,0.650,hit
8,0.229,0.650,strikeout
8,0.260,0.650,hit
8,0.130,0.660,strikeout
8,0.232,0.660,hit
8,0.240,0.660,hit
9,0.198,0.650,strikeout
9,0.295,0.650,hit
1,0.337,0.660,hit
1,0.244,0.660,strikeout
1,0.281,0.660,hit
2,0.283,0.660,hit
2,0.289,0.660,hit
3,0.293,0.660,strikeout
3,0.274,0.660,strikeout
3,0.238,0.660,hit
4,0.337,0.660,hit
4,0.244,0.660,hit
4,0.281,0.660,hit
4,0.283,0.660,hit
5,0.289,0.660,hit
5,0.293,0.660,hit
5,0.274,0.660,hit
6,0.238,0.660,strikeout
6,0.337,0.660,hit
6,0.244,0.660,hit
8,0.293,0.650,hit
8,0.274,0.650,walk
8,0.238,0.650,hit
8,0.337,0.650,hit
8,0.244,0.650,hit
8,0.240,0.700,hit
8,0.199,0.700,hit
8,0.266,0.700,hit
9,0.253,0.680,hit
9,0.275,0.680,hit
9,0.250,0.680,hit
9,0.232,0.680,hit
1,0.270,0.640,hit
1,0.194,0.640,hit
2,0.284,0.640,walk
2,0.271,0.640,hit
2,0.278,0.640,hit
2,0.000,0.640,hit
3,0.270,0.640,hit
3,0.194,0.640,strikeout
3,0.284,0.640,hit
3,0.271,0.640,hit
4,0.278,0.640,hit
4,0.000,0.640,hit
5,0.270,0.640,hit
5,0.194,0.640,hit
5,0.284,0.640,hit
6,0.271,0.690,hit
6,0.278,0.690,hit
7,0.250,0.690,hit
7,0.236,0.690,hit
7,0.253,0.690,hit
8,0.185,0.690,hit
8,0.212,0.690,hit
8,0.194,0.640,hit
8,0.284,0.640,hit
9,0.250,0.590,strikeout
9,0.191,0.590,strikeout
9,0.250,0.590,hit
1,0.250,0.680,hit
1,0.256,0.680,hit
1,0.253,0.680,hit
2,0.185,0.680,hit
2,0.212,0.680,hit
2,0.236,0.680,hit
2,0.191,0.680,hit
3,0.250,0.680,hit
3,0.250,0.680,hit
3,0.256,0.680,hit
3,0.253,0.680,hit
4,0.185,0.680,hit
4,0.212,0.680,hit
4,0.236,0.680,strikeout
5,0.191,0.680,hit
5,0.250,0.680,strikeout
5,0.250,0.680,strikeout
6,0.256,0.680,hit
6,0.253,0.680,hit
6,0.185,0.680,hit
6,0.270,0.680,strikeout
6,0.194,0.680,hit
6,0.284,0.680,hit
7,0.212,0.680,walk
7,0.236,0.590,hit
7,0.191,0.590,hit
7,0.250,0.590,walk
7,0.250,0.690,strikeout
7,0.256,0.690,strikeout
7,0.271,0.550,hit
7,0.207,0.550,strikeout
9,0.212,0.640,hit
9,0.236,0.640,hit
9,0.191,0.640,hit
9,0.250,0.640,hit
9,0.250,0.640,hit
9,0.256,0.640,hit
10,0.253,0.640,walk
10,0.185,0.640,hit
1,0.354,0.650,hit
1,0.207,0.650,hit
1,0.230,0.650,hit
1,0.260,0.650,walk
1,0.218,0.650,hit
1,0.211,0.650,hit
2,0.213,0.650,walk
2,0.299,0.650,strikeout
2,0.354,0.650,hit
2,0.207,0.650,hit
3,0.230,0.650,hit
3,0.260,0.650,hit
3,0.218,0.650,hit
4,0.211,0.650,hit
4,0.213,0.650,strikeout
4,0.299,0.650,hit
4,0.354,0.650,hit
5,0.207,0.650,hit
5,0.230,0.650,hit
5,0.260,0.650,hit
5,0.218,0.650,hit
5,0.211,0.650,strikeout
5,0.199,0.660,hit
5,0.250,0.660,strikeout
5,0.266,0.660,strikeout
6,0.232,0.680,hit
6,0.240,0.680,hit
6,0.444,0.680,strikeout
7,0.260,0.710,hit
7,0.218,0.710,strikeout
7,0.211,0.710,hit
8,0.213,0.650,hit
8,0.299,0.650,strikeout
9,0.232,0.670,hit
9,0.275,0.670,strikeout
9,0.207,0.670,walk
9,0.199,0.670,strikeout
1,0.203,0.710,hit
1,0.271,0.710,hit
1,0.271,0.710,hit
1,0.285,0.710,hit
1,0.264,0.710,hit
1,0.223,0.710,hit
1,0.199,0.650,strikeout
1,0.250,0.650,hit
1,0.275,0.650,hit
1,0.266,0.650,hit
1,0.232,0.650,walk
1,0.240,0.650,hit
1,0.444,0.650,hit
1,0.130,0.650,strikeout
2,0.204,0.710,strikeout
2,0.203,0.710,strikeout
2,0.271,0.710,hit
2,0.232,0.650,hit
2,0.199,0.650,hit
2,0.250,0.650,hit
2,0.275,0.650,hit
2,0.266,0.650,hit
2,0.232,0.650,hit
2,0.240,0.650,hit
3,0.271,0.710,hit
3,0.285,0.710,hit
3,0.264,0.710,strikeout
3,0.444,0.650,hit
3,0.130,0.650,hit
3,0.232,0.650,hit
4,0.223,0.710,hit
4,0.204,0.710,hit
4,0.199,0.650,strikeout
4,0.250,0.650,hit
4,0.275,0.650,hit
4,0.266,0.650,hit
5,0.203,0.710,hit
5,0.271,0.710,walk
5,0.271,0.710,hit
5,0.285,0.710,hit
5,0.264,0.710,hit
5,0.266,0.650,hit
5,0.232,0.650,hit
5,0.240,0.560,hit
6,0.444,0.560,strikeout
6,0.130,0.560,hit
6,0.232,0.560,walk
6,0.199,0.560,walk
6,0.250,0.560,hit
6,0.275,0.670,hit
7,0.203,0.710,hit
7,0.271,0.710,hit
7,0.266,0.670,hit
7,0.232,0.670,strikeout
7,0.240,0.670,hit
7,0.444,0.670,hit
7,0.207,0.670,hit
1,0.311,0.660,hit
1,0.262,0.660,hit
2,0.293,0.660,hit
2,0.263,0.660,hit
2,0.278,0.660,hit
3,0.222,0.660,hit
3,0.191,0.660,hit
3,0.311,0.660,hit
4,0.262,0.660,hit
4,0.293,0.660,hit
5,0.263,0.660,hit
5,0.278,0.660,hit
5,0.222,0.660,hit
5,0.191,0.660,strikeout
6,0.311,0.660,hit
6,0.262,0.660,hit
6,0.293,0.660,hit
7,0.263,0.660,hit
7,0.278,0.660,hit
7,0.240,0.620,hit
8,0.222,0.660,strikeout
8,0.191,0.660,hit
8,0.130,0.650,strikeout
8,0.199,0.650,hit
8,0.250,0.650,hit
8,0.275,0.650,strikeout
9,0.266,0.670,walk
9,0.232,0.670,strikeout
9,0.240,0.670,hit
1,0.311,0.650,hit
1,0.262,0.650,hit
1,0.293,0.650,hit
1,0.240,0.640,hit
1,0.250,0.640,hit
1,0.275,0.640,hit
1,0.266,0.640,walk
1,0.232,0.640,hit
1,0.130,0.640,hit
2,0.284,0.650,hit
2,0.263,0.650,hit
2,0.222,0.650,hit
2,0.191,0.650,hit
2,0.232,0.640,strikeout
2,0.253,0.640,strikeout
2,0.240,0.640,hit
3,0.311,0.650,hit
3,0.262,0.650,strikeout
3,0.250,0.640,hit
3,0.275,0.640,hit
3,0.266,0.640,hit
3,0.232,0.640,strikeout
4,0.293,0.650,hit
4,0.284,0.650,walk
4,0.263,0.650,strikeout
4,0.222,0.650,strikeout
4,0.130,0.640,hit
4,0.232,0.640,hit
4,0.253,0.640,hit
4,0.240,0.640,hit
4,0.250,0.640,hit
5,0.191,0.650,hit
5,0.311,0.650,hit
5,0.262,0.650,hit
5,0.293,0.650,hit
5,0.275,0.640,hit
5,0.266,0.640,hit
5,0.232,0.640,strikeout
6,0.284,0.650,strikeout
6,0.263,0.650,hit
6,0.222,0.650,hit
6,0.130,0.640,hit
6,0.232,0.640,strikeout
6,0.253,0.640,hit
6,0.240,0.640,hit
6,0.250,0.640,hit
6,0.275,0.640,strikeout
7,0.191,0.650,strikeout
7,0.311,0.650,hit
7,0.262,0.650,hit
7,0.266,0.630,walk
7,0.232,0.630,hit
7,0.130,0.630,hit
8,0.293,0.650,hit
8,0.284,0.650,strikeout
8,0.232,0.630,hit
8,0.253,0.630,hit
8,0.240,0.630,hit
1,0.209,0.710,hit
1,0.222,0.710,strikeout
1,0.251,0.710,strikeout
2,0.185,0.710,hit
3,0.238,0.710,hit
3,0.209,0.710,hit
3,0.222,0.710,hit
4,0.251,0.710,hit
4,0.185,0.710,strikeout
5,0.238,0.710,hit
5,0.209,0.710,hit
5,0.222,0.710,hit
5,0.251,0.710,hit
6,0.266,0.650,hit
6,0.207,0.650,strikeout
6,0.232,0.650,strikeout
7,0.199,0.650,strikeout
9,0.199,0.570,hit
9,0.250,0.570,strikeout
9,0.240,0.570,walk
9,0.275,0.570,strikeout
1,0.275,0.610,hit
1,0.250,0.610,hit
1,0.209,0.610,hit
2,0.232,0.610,hit
2,0.199,0.610,walk
2,0.249,0.610,hit
2,0.240,0.610,strikeout
2,0.232,0.610,hit
3,0.266,0.610,strikeout
3,0.275,0.610,hit
3,0.250,0.610,hit
3,0.209,0.610,strikeout
4,0.232,0.610,strikeout
4,0.199,0.610,strikeout
4,0.249,0.610,hit
5,0.240,0.610,hit
5,0.232,0.610,hit
5,0.266,0.610,hit
5,0.275,0.610,walk
5,0.250,0.610,hit
6,0.209,0.610,hit
6,0.232,0.610,hit
6,0.199,0.610,hit
7,0.249,0.610,hit
7,0.240,0.610,hit
7,0.232,0.610,hit
7,0.266,0.660,strikeout
7,0.275,0.660,walk
7,0.250,0.660,strikeout
8,0.209,0.680,strikeout
8,0.232,0.680,strikeout
8,0.199,0.680,walk
8,0.249,0.680,strikeout
9,0.240,0.680,strikeout
9,0.232,0.680,strikeout
9,0.266,0.680,hit
1,0.260,0.670,hit
1,0.237,0.670,strikeout
1,0.272,0.670,hit
2,0.203,0.670,hit
2,0.264,0.670,strikeout
3,0.194,0.670,strikeout
4,0.260,0.670,hit
4,0.237,0.670,hit
4,0.272,0.670,hit
4,0.203,0.670,hit
5,0.264,0.670,strikeout
5,0.194,0.670,hit
6,0.260,0.670,strikeout
6,0.237,0.670,hit
6,0.272,0.670,hit
6,0.203,0.670,strikeout
8,0.260,0.650,hit
8,0.237,0.650,strikeout
8,0.272,0.650,hit
8,0.203,0.650,walk
8,0.209,0.630,hit
8,0.232,0.630,hit
8,0.253,0.630,walk
8,0.232,0.630,hit
8,0.240,0.630,hit
1,0.268,0.670,hit
1,0.256,0.670,strikeout
1,0.282,0.670,hit
1,0.308,0.670,hit
2,0.251,0.670,hit
2,0.258,0.670,hit
3,0.235,0.670,strikeout
3,0.268,0.670,strikeout
4,0.256,0.670,hit
4,0.282,0.670,hit
4,0.308,0.670,hit
4,0.251,0.670,strikeout
5,0.258,0.670,hit
5,0.235,0.670,walk
5,0.268,0.670,hit
5,0.256,0.670,strikeout
6,0.282,0.670,strikeout
6,0.308,0.670,hit
6,0.251,0.670,strikeout
8,0.268,0.650,walk
8,0.256,0.650,hit
8,0.282,0.650,hit
8,0.308,0.650,hit
8,0.251,0.650,hit
9,0.275,0.680,hit
9,0.207,0.680,hit
9,0.209,0.680,hit
8,0.273,0.650,strikeout
8,0.245,0.650,hit
8,0.252,0.650,hit
1,0.275,0.710,hit
1,0.260,0.710,hit
2,0.245,0.710,hit
2,0.268,0.710,strikeout
2,0.252,0.710,hit
3,0.299,0.710,strikeout
3,0.275,0.710,strikeout
4,0.260,0.710,strikeout
4,0.245,0.710,hit
5,0.268,0.710,hit
5,0.252,0.710,hit
5,0.299,0.710,hit
5,0.275,0.710,hit
5,0.232,0.670,strikeout
5,0.207,0.670,strikeout
6,0.260,0.710,hit
6,0.245,0.710,strikeout
6,0.268,0.710,hit
7,0.252,0.710,hit
7,0.299,0.710,hit
8,0.209,0.650,hit
9,0.232,0.650,hit
9,0.250,0.650,hit
9,0.249,0.650,strikeout
9,0.240,0.650,walk
9,0.232,0.650,hit
1,0.311,0.670,strikeout
1,0.263,0.670,strikeout
1,0.293,0.670,strikeout
1,0.266,0.640,hit
1,0.250,0.640,hit
1,0.199,0.640,hit
1,0.249,0.640,hit
2,0.262,0.670,strikeout
2,0.284,0.670,hit
2,0.232,0.640,strikeout
2,0.240,0.640,hit
2,0.232,0.640,hit
2,0.207,0.640,strikeout
3,0.273,0.670,hit
3,0.227,0.670,hit
3,0.191,0.670,strikeout
3,0.311,0.670,hit
3,0.253,0.640,strikeout
3,0.266,0.640,hit
3,0.250,0.640,hit
4,0.263,0.670,strikeout
4,0.293,0.670,walk
4,0.262,0.670,hit
4,0.284,0.670,hit
4,0.273,0.670,hit
4,0.199,0.640,hit
4,0.249,0.640,hit
4,0.232,0.640,strikeout
5,0.227,0.670,hit
5,0.191,0.670,hit
5,0.311,0.670,strikeout
5,0.263,0.670,hit
5,0.240,0.640,hit
5,0.232,0.640,strikeout
5,0.207,0.640,strikeout
6,0.293,0.670,hit
6,0.262,0.670,strikeout
6,0.284,0.670,hit
6,0.253,0.640,strikeout
6,0.266,0.640,hit
6,0.250,0.640,hit
7,0.199,0.640,hit
7,0.249,0.640,hit
7,0.232,0.640,walk
7,0.240,0.640,hit
7,0.232,0.640,strikeout
7,0.253,0.640,strikeout
8,0.293,0.710,strikeout
8,0.262,0.710,hit
8,0.284,0.710,hit
8,0.266,0.650,hit
8,0.250,0.650,hit
8,0.199,0.650,hit
9,0.249,0.620,hit
9,0.232,0.620,hit
9,0.240,0.620,strikeout
1,0.267,0.670,hit
1,0.262,0.670,hit
2,0.273,0.670,hit
2,0.188,0.670,hit
3,0.210,0.670,hit
3,0.242,0.670,strikeout
4,0.267,0.670,hit
4,0.262,0.670,hit
5,0.273,0.670,hit
5,0.188,0.670,hit
6,0.210,0.670,strikeout
6,0.242,0.670,strikeout
7,0.267,0.670,walk
7,0.262,0.670,hit
7,0.273,0.670,hit
8,0.273,0.670,hit
8,0.188,0.670,walk
8,0.210,0.670,hit
8,0.242,0.670,hit
8,0.232,0.650,hit
8,0.266,0.650,hit
8,0.253,0.650,hit
8,0.253,0.650,hit
9,0.267,0.650,strikeout
9,0.262,0.650,strikeout
9,0.240,0.640,hit
9,0.250,0.640,hit
9,0.209,0.640,hit
11,0.266,0.600,hit
11,0.253,0.600,hit
11,0.249,0.600,hit
12,0.240,0.600,hit
13,0.232,0.690,hit
13,0.266,0.690,hit
13,0.253,0.690,hit
1,0.209,0.670,hit
1,0.213,0.670,hit
1,0.222,0.670,hit
2,0.251,0.670,hit
3,0.221,0.670,hit
3,0.209,0.670,hit
3,0.213,0.670,strikeout
3,0.222,0.670,hit
4,0.251,0.670,hit
5,0.221,0.670,hit
5,0.209,0.670,hit
5,0.213,0.670,hit
5,0.222,0.670,hit
5,0.232,0.680,hit
5,0.240,0.680,hit
6,0.251,0.670,hit
6,0.207,0.680,strikeout
6,0.253,0.680,hit
6,0.275,0.680,strikeout
7,0.221,0.670,hit
7,0.209,0.650,hit
7,0.213,0.650,strikeout
7,0.222,0.650,hit
7,0.199,0.680,hit
7,0.232,0.680,strikeout
7,0.249,0.680,strikeout
1,0.267,0.670,hit
1,0.176,0.670,strikeout
1,0.273,0.670,strikeout
